image_number	cell_id	Cgroup	Agroup	A101	A102	A103	A104	A120	A121	A122	A123	
1	0	small	api	0.09924190213645762	0.3680555555555556	0.014133026130631247	-1.0	31.317604247559167	8.547442467302883	4.0	0.3333333333333333	
1	1	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
1	2	no	B	0.18831615120274914	-1.0	-1.0	-1.0	98.36048024085741	33.421549934136806	2.0	0.2664233576642336	
1	3	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
1	4	no	B	0.091869918699187	-1.0	-1.0	-1.0	33.69088065290382	15.811388300841896	2.0	0.3893805309734513	
1	5	no	A	0.387123745819398	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.017278617710583154	
1	6	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
1	7	large	F	0.10693877551020409	0.42748091603053434	0.007624088719368108	-1.0	167.1682061478356	60.805027579936315	2.0	0.4083969465648855	
1	8	no	B	0.12466702184336707	-1.0	-1.0	-1.0	108.4623032524393	41.012193308819754	1.0	0.3333333333333333	
1	9	medium	iso	0.2660455486542443	0.7529182879377432	-1.0	0.14195815845697604	64.73286731228178	22.044640190049762	3.0	0.23540856031128404	
1	10	medium	iso	0.25990491283676703	0.8841463414634146	-1.0	0.2127624767357307	143.15180858145143	60.21675892867094	2.0	0.2682926829268293	
1	11	no	B	0.09220389805097451	-1.0	-1.0	-1.0	59.90900547484031	27.294688127912362	3.0	0.3983739837398374	
2	12	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
2	13	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
2	14	no	B	0.05172413793103448	-1.0	-1.0	-1.0	19.464709914511282	9.219544457292887	3.0	0.5555555555555556	
2	15	no	B	0.06417112299465241	-1.0	-1.0	-1.0	43.905843139436854	20.396078054371138	2.0	0.75	
2	16	no	B	0.11884057971014493	-1.0	-1.0	-1.0	91.78822651753462	33.12099032335839	3.0	0.3353658536585366	
2	17	small	api	0.1607795371498173	0.5075757575757576	-1.0	0.05844158149518075	102.40934665775926	44.3374620374539	2.0	0.29545454545454547	
2	18	small	api	0.12408312958435208	1.0	-1.0	0.1938190243658959	36.10080950232687	13.601470508735444	3.0	0.3645320197044335	
2	19	no	B	0.06666666666666667	-1.0	-1.0	-1.0	12.20586815591588	6.082762530298219	2.0	0.28888888888888886	
2	20	large	E	0.12041682747973756	0.4519230769230769	0.002956339962440181	-1.0	165.452822830204	65.19886691334327	4.0	0.46794871794871795	
2	21	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
