image_number	cell_id	Cgroup	Agroup	A101	A102	A103	A104	A120	A121	A122	A123	
1	0	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
1	1	no	B	0.11966325917017438	-1.0	-1.0	-1.0	48.8648936063959	23.08679276123039	2.0	0.45226130653266333	
1	2	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
1	3	small	api	0.122852680895367	0.8305084745762712	-1.0	0.06843134391318911	64.6535085157258	22.380078811574904	4.0	0.4322033898305085	
1	4	large	E	0.35297005400098186	0.5424200278164116	-1.0	0.039694167258195856	134.83815502051348	63.288591821158036	2.0	0.09318497913769123	
1	5	large	iso	0.36850991979738285	0.7995418098510882	-1.0	0.17831957687485375	91.19390645744998	33.191989333114925	5.0	0.09392898052691867	
1	6	large	iso	0.24470134874759153	0.7775590551181102	-1.0	0.13604355808791302	172.40816874027408	64.17352437714749	3.0	0.40551181102362205	
1	7	no	B	0.08478260869565217	-1.0	-1.0	-1.0	26.284873333973852	13.0	2.0	0.5384615384615384	
1	8	large	api	0.1687041564792176	0.8985507246376812	-1.0	0.2900922219964229	65.71805039258011	24.166091947189145	2.0	0.28695652173913044	
1	9	no	B	0.0935672514619883	-1.0	-1.0	-1.0	70.80084901624913	32.7566787083184	2.0	0.48214285714285715	
3	10	no	A	0.3123359580052493	-1.0	-1.0	-1.0	28.489876120406866	13.601470508735444	1.0	0.12605042016806722	
3	11	no	A	0.3525444512568976	-1.0	-1.0	-1.0	50.99019513592785	25.495097567963924	0.0	0.03130434782608696	
3	12	no	B	0.09166666666666666	-1.0	-1.0	-1.0	81.05172755337358	36.235341863986875	1.0	0.4166666666666667	
3	13	medium	iso	0.22978039635779324	0.6876456876456877	-1.0	0.18307163309757046	68.64473284522074	28.40175425099138	6.0	0.29836829836829837	
3	14	medium	api	0.30975143403441685	0.8503086419753086	-1.0	0.24769640892074124	89.29642395586815	34.620813366128125	3.0	0.17592592592592593	
3	15	no	A	0.25637910085054677	-1.0	-1.0	-1.0	76.02631123499285	38.01315561749642	1.0	0.045023696682464455	
3	16	large	api	0.30846325167037864	0.9043321299638989	-1.0	0.2620382120154645	62.58198850436325	25.0	1.0	0.14981949458483754	
3	17	no	B	0.1272285251215559	-1.0	-1.0	-1.0	14.422205101855956	7.211102550927978	2.0	0.2484076433121019	
3	18	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
3	19	large	iso	0.3296847635726795	0.9269588313413014	-1.0	0.21577668983045228	91.34042924420157	31.97348993484338	5.0	0.17662682602921648	
4	20	small	api	0.16197718631178706	0.47417840375586856	-1.0	0.01753329341527103	30.143698527681444	12.810249675906654	3.0	0.3333333333333333	
4	21	large	iso	0.2809047869542346	0.7808988764044944	-1.0	0.24518718395333153	77.46113251764194	30.366185880679375	5.0	0.19101123595505617	
4	22	small	api	0.1960352422907489	0.6816479400749064	-1.0	0.09315382507048245	36.16361199573951	13.21215328128927	2.0	0.31835205992509363	
4	23	no	B	0.11424819435325016	-1.0	-1.0	-1.0	69.121773791328	30.4138126514911	1.0	0.42528735632183906	
4	24	small	api	0.1184	0.25675675675675674	0.025981040886446767	-1.0	34.182071101961974	12.23606797749979	3.0	0.34459459459459457	
4	25	large	E	0.10567757977621219	0.3411764705882353	0.0019803945606487352	-1.0	75.97381906106204	31.882035846817903	3.0	0.29411764705882354	
5	26	no	B	0.1650853889943074	-1.0	-1.0	-1.0	83.6539663155617	33.83784863137726	1.0	0.4367816091954023	
5	27	large	api	0.311088295687885	0.7788778877887789	-1.0	0.24190920268146912	75.56772082394421	31.546108696361348	1.0	0.09570957095709572	
5	28	small	api	0.13612950699043413	0.6486486486486487	-1.0	0.06207459824764475	39.82502535872934	15.827805536337287	1.0	0.3891891891891892	
5	29	large	iso	0.2504378283712785	0.8927738927738927	-1.0	0.23678201977985117	132.34842016614576	57.944670822228034	3.0	0.26573426573426573	
5	30	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
5	31	no	B	0.22417934347477983	-1.0	-1.0	-1.0	59.63344882808142	27.459060435491963	3.0	0.29642857142857143	
5	32	large	iso	0.13363533408833522	0.940677966101695	-1.0	0.2739347076023506	146.53574631475507	63.98677789467004	2.0	0.4449152542372881	
5	33	small	api	0.08651766402307137	0.15833333333333333	0.04961358294231628	-1.0	88.22875881848732	36.76955262170047	1.0	0.6916666666666667	
6	34	medium	iso	0.26835710512414157	0.844488188976378	-1.0	0.23295128375478322	77.06548603005125	28.206294783202253	3.0	0.23228346456692914	
6	35	no	B	0.09463087248322148	-1.0	-1.0	-1.0	99.57026192514408	38.47076812334269	1.0	0.7659574468085106	
6	36	no	B	0.1421875	-1.0	-1.0	-1.0	78.2421217694068	30.4138126514911	4.0	0.7362637362637363	
6	37	small	api	0.13928794503435352	0.4618834080717489	-1.0	0.016285486380330973	123.4432739239898	48.27079283682616	5.0	0.515695067264574	
6	38	no	B	0.14080459770114942	-1.0	-1.0	-1.0	81.61882434470397	30.14962686336267	2.0	0.6190476190476191	
