image_number	cell_id	Cgroup	Agroup	A101	A102	A103	A104	A120	A121	A122	A123	
1	0	no	B	0.08927038626609442	-1.0	-1.0	-1.0	83.66756407894461	36.124783736376884	1.0	0.5480769230769231	
1	1	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
1	2	no	B	0.11467116357504216	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.07352941176470588	
1	3	no	B	0.14393939393939395	-1.0	-1.0	-1.0	12.649110640673518	6.324555320336759	1.0	0.17105263157894737	
1	4	no	B	0.20709105560032232	-1.0	-1.0	-1.0	55.15323806063998	25.942243542145693	1.0	0.17509727626459143	
1	5	no	B	0.06534090909090909	-1.0	-1.0	-1.0	30.783891521283493	15.297058540778355	1.0	0.3804347826086957	
1	6	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
1	7	no	B	0.12317666126418152	-1.0	-1.0	-1.0	74.32108275519869	30.14962686336267	2.0	0.3684210526315789	
1	8	small	api	0.11884935654806965	0.6114649681528662	-1.0	0.08543444451769149	37.91917301928591	15.458509375570266	4.0	0.5222929936305732	
1	9	small	api	0.11617900172117039	0.28888888888888886	0.04952474099944186	-1.0	82.9759850900787	39.21558813185679	4.0	0.43703703703703706	
1	10	small	api	0.10131852879944483	0.3013698630136986	0.032840441019614336	-1.0	30.14213562373095	11.071067811865476	3.0	0.4315068493150685	
1	11	small	api	0.13403736799350122	0.6060606060606061	-1.0	0.07029705529051006	90.33283944123812	42.94427190999916	3.0	0.3939393939393939	
1	12	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
1	13	medium	iso	0.23789599521817095	0.8542713567839196	-1.0	0.1320955406861842	49.92110009523938	17.029386365926403	4.0	0.18090452261306533	
1	14	small	api	0.12310491206791996	0.7881773399014779	-1.0	0.1140088559804893	65.4099669299129	29.69829104307531	4.0	0.28078817733990147	
1	15	small	api	0.11695906432748537	0.2642857142857143	0.04532077027728999	-1.0	89.71590640236917	38.33630940518894	4.0	0.5642857142857143	
1	16	no	B	0.08566853482786228	-1.0	-1.0	-1.0	45.89196782620316	20.248456731316587	4.0	0.5420560747663551	
1	17	small	api	0.1549636803874092	0.5572916666666666	-1.0	0.04796547729099783	48.03369105730242	15.882435156323144	3.0	0.3697916666666667	
1	18	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
1	19	no	A	0.3392382639503986	-1.0	-1.0	-1.0	86.6849498396219	34.66987164671943	2.0	0.1227154046997389	
2	20	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
2	21	no	B	0.10727272727272727	-1.0	-1.0	-1.0	8.246211251235321	4.123105625617661	1.0	0.2457627118644068	
2	22	small	api	0.18337912087912087	0.651685393258427	-1.0	0.05620694831015164	34.41246438120025	12.041594578792296	3.0	0.32209737827715357	
2	23	medium	iso	0.185473411154345	0.986013986013986	-1.0	0.20465443399689034	49.69928031298731	19.697715603592208	4.0	0.43356643356643354	
2	24	large	iso	0.34915254237288135	0.883495145631068	-1.0	0.23625498047820992	72.46993577812609	26.076809620810597	6.0	0.11650485436893204	
2	25	small	api	0.21003584229390682	0.4709897610921502	0.01583723718021248	-1.0	26.661988118294925	12.17008732545826	2.0	0.20477815699658702	
2	26	medium	api	0.21612230715774844	0.797427652733119	-1.0	0.25355596696958455	47.21290628784194	17.69180601295413	1.0	0.2282958199356913	
2	27	medium	iso	0.20996884735202492	0.771513353115727	-1.0	0.2131158410998695	134.56507719662045	60.15093523319507	4.0	0.456973293768546	
2	28	large	iso	0.30918727915194344	0.900952380952381	-1.0	0.24385999813892054	143.93931475982365	56.20239443205989	5.0	0.36	
2	29	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
2	30	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
2	31	large	api	0.3293478260869565	0.929042904290429	-1.0	0.23459890266267636	67.69432341163777	26.40075756488817	7.0	0.21947194719471946	
2	32	complex	-	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
